Id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Scientific Name,Author,Rank,Listing,Party,Listed under,Full note,# Full note,All_DistributionFullNames,All_DistributionISOCodes,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
68093,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Allonautilus,scrobiculatus,,Allonautilus scrobiculatus,"Lightfoot, 1786",SPECIES,II,"",Nautilidae spp.,"","","Papua New Guinea,Solomon Islands","PG,SB","Papua New Guinea,Solomon Islands",,,,,,
68185,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,belauensis,,Nautilus belauensis,"Saunders, 1981",SPECIES,II,"",Nautilidae spp.,"","",Palau,PW,Palau,,,,,,
68181,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,pompilius,,Nautilus pompilius,"Linnaeus, 1758",SPECIES,II,"",Nautilidae spp.,"","","American Samoa,Australia,Fiji,India,Indonesia,Malaysia,New Caledonia,Papua New Guinea,Philippines,Solomon Islands,Vanuatu","AS,AU,FJ,IN,ID,MY,NC,PG,PH,SB,VU","American Samoa,Australia,Fiji,India,Indonesia,Malaysia,New Caledonia,Papua New Guinea,Philippines,Solomon Islands,Vanuatu",,,,,,
68097,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,repertus,,Nautilus repertus,"Iredale, 1944",SPECIES,II,"",Nautilidae spp.,"","",Australia,AU,Australia,,,,,,
93871,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,stenomphalus,,Nautilus stenomphalus,"Sowerby, 1849",SPECIES,II,"",Nautilidae spp.,"","",Australia,AU,Australia,,,,,,
9765,Animalia,Chordata,Dipneusti,Ceratodontiformes,Neoceratodontidae,Neoceratodus,forsteri,,Neoceratodus forsteri,"(Krefft, 1870)",SPECIES,II,"",Neoceratodus forsteri,"","",Australia,AU,Australia,,,,,,
6338,Animalia,Chordata,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,formosus,,Scleropages formosus,"(Müller & Schlegel, 1844)",SPECIES,I,"",Scleropages formosus,"","","Cambodia,Christmas Island,Indonesia,Malaysia,Singapore,Thailand,Viet Nam","KH,CX,ID,MY,SG,TH,VN","Cambodia,Indonesia,Malaysia,Thailand,Viet Nam","Christmas Island,Singapore",,,,,
10242,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Cheilinus,undulatus,,Cheilinus undulatus,"Rüppell, 1835",SPECIES,II,"",Cheilinus undulatus,"","","American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Christmas Island,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Eritrea,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Niue,Northern Mariana Islands,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Samoa,Saudi Arabia,Seychelles,Solomon Islands,Somalia,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tokelau,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam","AS,AU,IO,CN,CX,CC,CK,DJ,EG,ER,FJ,PF,GU,HK,IN,ID,IL,JP,KI,MG,MY,MV,MH,FM,MZ,MM,NC,NU,MP,PW,PG,PH,PN,WS,SA,SC,SB,SO,LK,SD,TW,TH,TK,TO,TZ,UM,VU,VN","American Samoa,Australia,British Indian Ocean Territory (United Kingdom),China,Christmas Island,Cocos (Keeling) Islands,Cook Islands,Djibouti,Egypt,Eritrea,Fiji,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Israel,Japan,Kiribati,Madagascar,Malaysia,Maldives,Marshall Islands,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Niue,Northern Mariana Islands,Palau,Papua New Guinea,Philippines,Pitcairn Islands (United Kingdom),Samoa,Saudi Arabia,Seychelles,Solomon Islands,Somalia,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,Tokelau,Tonga,United Republic of Tanzania,United States Minor Outlying Islands,Vanuatu,Viet Nam",,,,,,
6480,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,abdominalis,,Hippocampus abdominalis,"Lesson, 1827",SPECIES,II,"",Hippocampus spp.,"","","Australia,New Zealand","AU,NZ","Australia,New Zealand",,,,,,
5857,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,alatus,,Hippocampus alatus,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","","Australia,Papua New Guinea","AU,PG","Australia,Papua New Guinea",,,,,,
8755,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,angustus,,Hippocampus angustus,"Günther, 1870",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
9898,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,bargibanti,,Hippocampus bargibanti,"Whitley, 1970",SPECIES,II,"",Hippocampus spp.,"","","Australia,Indonesia,Japan,Malaysia,Micronesia (Federated States of),New Caledonia,Palau,Papua New Guinea,Philippines,Solomon Islands,Vanuatu","AU,ID,JP,MY,FM,NC,PW,PG,PH,SB,VU","Australia,Indonesia,Japan,Malaysia,New Caledonia,Palau,Papua New Guinea,Philippines,Solomon Islands,Vanuatu",,,,,,Micronesia (Federated States of)
8864,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,breviceps,,Hippocampus breviceps,"Peters, 1869",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
3159,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,colemani,,Hippocampus colemani,"Kuiter, 2003",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
6494,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,denise,,Hippocampus denise,"Lourie & Randall, 2003",SPECIES,II,"",Hippocampus spp.,"","","Australia,Indonesia,Malaysia,Marshall Islands,Micronesia (Federated States of),Palau,Papua New Guinea,Philippines,Solomon Islands,Vanuatu","AU,ID,MY,MH,FM,PW,PG,PH,SB,VU","Australia,Indonesia,Malaysia,Marshall Islands,Micronesia (Federated States of),Palau,Papua New Guinea,Philippines,Solomon Islands,Vanuatu",,,,,,
7089,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,fisheri,,Hippocampus fisheri,"Jordan & Evermann, 1903",SPECIES,II,"",Hippocampus spp.,"","","Australia,New Caledonia,United States of America","AU,NC,US",United States of America,,,,,,"Australia,New Caledonia"
3658,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,grandiceps,,Hippocampus grandiceps,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
10041,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,hendriki,,Hippocampus hendriki,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
11016,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,histrix,,Hippocampus histrix,"Kaup, 1856",SPECIES,II,"",Hippocampus spp.,"","","American Samoa,Australia,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Egypt,Fiji,France,French Polynesia,Guam,Hong Kong, SAR,India,Indonesia,Japan,Jordan,Kenya,Kiribati,Madagascar,Malaysia,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,Nauru,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Republic of Korea,Réunion,Samoa,Seychelles,Singapore,Solomon Islands,South Africa,Sri Lanka,Taiwan, Province of China,Thailand,Tonga,Tuvalu,United Republic of Tanzania,United States of America,Vanuatu,Viet Nam","AS,AU,BD,BN,KH,CN,KM,EG,FJ,FR,PF,GU,HK,IN,ID,JP,JO,KE,KI,MG,MY,MU,FM,MZ,MM,NR,NC,OM,PW,PG,PH,KR,RE,WS,SC,SG,SB,ZA,LK,TW,TH,TO,TV,TZ,US,VU,VN","Australia,China,Egypt,France,French Polynesia,Guam,India,Indonesia,Japan,Malaysia,Mauritius,Micronesia (Federated States of),Mozambique,New Caledonia,Palau,Papua New Guinea,Philippines,Republic of Korea,Réunion,Samoa,Seychelles,South Africa,Taiwan, Province of China,Thailand,Tonga,United Republic of Tanzania,United States of America,Viet Nam",,,,,,"American Samoa,Bangladesh,Brunei Darussalam,Cambodia,Comoros,Fiji,Hong Kong, SAR,Jordan,Kenya,Kiribati,Madagascar,Myanmar,Nauru,Oman,Singapore,Solomon Islands,Sri Lanka,Tuvalu,Vanuatu"
5119,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,jugumus,,Hippocampus jugumus,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
4719,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,kelloggi,,Hippocampus kelloggi,"Jordan & Snyder, 1901",SPECIES,II,"",Hippocampus spp.,"","","Afghanistan,Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Djibouti,Egypt,Eritrea,Hong Kong, SAR,India,Indonesia,Iran (Islamic Republic of),Iraq,Israel,Japan,Kenya,Kuwait,Malaysia,Myanmar,New Caledonia,Oman,Pakistan,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Seychelles,Singapore,Somalia,Sri Lanka,Taiwan, Province of China,Thailand,United Arab Emirates,United Republic of Tanzania,Viet Nam,Yemen","AF,AU,BH,BD,BN,KH,CN,DJ,EG,ER,HK,IN,ID,IR,IQ,IL,JP,KE,KW,MY,MM,NC,OM,PK,PG,PH,QA,SA,SC,SG,SO,LK,TW,TH,AE,TZ,VN,YE","Australia,China,Egypt,Hong Kong, SAR,India,Indonesia,Japan,Malaysia,New Caledonia,Oman,Pakistan,Papua New Guinea,Philippines,Taiwan, Province of China,Thailand,United Republic of Tanzania,Viet Nam",,,,,,"Afghanistan,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,Djibouti,Eritrea,Iran (Islamic Republic of),Iraq,Israel,Kenya,Kuwait,Myanmar,Qatar,Saudi Arabia,Seychelles,Singapore,Somalia,Sri Lanka,United Arab Emirates,Yemen"
10660,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,kuda,,Hippocampus kuda,"Bleeker, 1852",SPECIES,II,"",Hippocampus spp.,"","","American Samoa,Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Cyprus,Djibouti,Egypt,Eritrea,Fiji,French Polynesia,Hong Kong, SAR,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Madagascar,Malaysia,Maldives,Mauritius,Micronesia (Federated States of),Mozambique,Myanmar,Nauru,New Caledonia,Oman,Pakistan,Palau,Papua New Guinea,Philippines,Qatar,Republic of Korea,Réunion,Samoa,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Syrian Arab Republic,Taiwan, Province of China,Thailand,Tonga,Turkey,Tuvalu,United Arab Emirates,United Republic of Tanzania,United States of America,Vanuatu,Viet Nam","AS,AU,BH,BD,BN,KH,CN,KM,CY,DJ,EG,ER,FJ,PF,HK,IN,ID,IR,IL,JP,JO,KE,KI,KW,LB,MG,MY,MV,MU,FM,MZ,MM,NR,NC,OM,PK,PW,PG,PH,QA,KR,RE,WS,SA,SC,SG,SB,SO,ZA,LK,SD,SY,TW,TH,TO,TR,TV,AE,TZ,US,VU,VN","Australia,Bahrain,Cambodia,China,Comoros,Cyprus,Djibouti,Egypt,Eritrea,Fiji,French Polynesia,Hong Kong, SAR,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Kenya,Kuwait,Lebanon,Madagascar,Malaysia,Maldives,Mauritius,Micronesia (Federated States of),Mozambique,New Caledonia,Oman,Pakistan,Papua New Guinea,Philippines,Qatar,Republic of Korea,Réunion,Saudi Arabia,Seychelles,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Syrian Arab Republic,Taiwan, Province of China,Thailand,Tonga,Turkey,United Arab Emirates,United Republic of Tanzania,United States of America,Viet Nam",,,,,,"American Samoa,Bangladesh,Brunei Darussalam,Jordan,Kiribati,Myanmar,Nauru,Palau,Samoa,Tuvalu,Vanuatu"
9216,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,minotaur,,Hippocampus minotaur,"Gomon, 1997",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
5082,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,montebelloensis,,Hippocampus montebelloensis,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
10900,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,multispinus,,Hippocampus multispinus,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
55869,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,paradoxus,,Hippocampus paradoxus,"Foster & Gomon, 2010 ",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
30981,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,planifrons,,Hippocampus planifrons,"Peters, 1877",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
7023,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,procerus,,Hippocampus procerus,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
6154,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,queenslandicus,,Hippocampus queenslandicus,"Horne, 2001",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
7517,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,semispinosus,,Hippocampus semispinosus,"Kuiter, 2001",SPECIES,II,"",Hippocampus spp.,"","","Australia,Indonesia","AU,ID",Indonesia,,,,,,Australia
55872,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,severnsi,,Hippocampus severnsi,"Lourie & Kuiter, 2008",SPECIES,II,"",Hippocampus spp.,"","","Fiji,Indonesia,Japan,Papua New Guinea,Solomon Islands","FJ,ID,JP,PG,SB","Fiji,Indonesia,Japan,Papua New Guinea,Solomon Islands",,,,,,
11111,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,spinosissimus,,Hippocampus spinosissimus,"Weber, 1913",SPECIES,II,"",Hippocampus spp.,"","","Australia,Bangladesh,Brunei Darussalam,Cambodia,China,Hong Kong, SAR,India,Indonesia,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Sri Lanka,Taiwan, Province of China,Thailand,Viet Nam","AU,BD,BN,KH,CN,HK,IN,ID,MY,MM,PG,PH,SG,LK,TW,TH,VN","Australia,Cambodia,India,Indonesia,Malaysia,Myanmar,Philippines,Singapore,Sri Lanka,Taiwan, Province of China,Thailand,Viet Nam",,,,,,"Bangladesh,Brunei Darussalam,China,Hong Kong, SAR,Papua New Guinea"
8601,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,subelongatus,,Hippocampus subelongatus,"Castelnau, 1873",SPECIES,II,"",Hippocampus spp.,"","",Australia,AU,Australia,,,,,,
3732,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,trimaculatus,,Hippocampus trimaculatus,"Leach, 1814",SPECIES,II,"",Hippocampus spp.,"","","Bangladesh,Brunei Darussalam,Cambodia,China,France,French Polynesia,Hong Kong, SAR,India,Indonesia,Japan,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,South Africa,Sri Lanka,Taiwan, Province of China,Thailand,United Republic of Tanzania,Viet Nam","BD,BN,KH,CN,FR,PF,HK,IN,ID,JP,MY,MM,PG,PH,SG,ZA,LK,TW,TH,TZ,VN","Cambodia,China,France,French Polynesia,Hong Kong, SAR,India,Indonesia,Japan,Malaysia,Myanmar,Philippines,Singapore,Taiwan, Province of China,Thailand,Viet Nam",,,,,,"Bangladesh,Brunei Darussalam,Papua New Guinea,South Africa,Sri Lanka,United Republic of Tanzania"
7855,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,whitei,,Hippocampus whitei,"Bleeker, 1855",SPECIES,II,"",Hippocampus spp.,"","","Australia,Solomon Islands","AU,SB","Australia,Solomon Islands",,,,,,
8224,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,zebra,,Hippocampus zebra,"Whitley, 1964",SPECIES,II,"",Hippocampus spp.,"","","Australia,Papua New Guinea","AU,PG","Australia,Papua New Guinea",,,,,,
3218,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,porcinus,,Axis porcinus,"(Zimmermann, 1780)",SPECIES,III,PK,Axis porcinus,**III** except the subspecies included in Appendix I,"","Australia,Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Pakistan,Sri Lanka,Thailand,United States of America,Viet Nam","AU,BD,BT,KH,CN,IN,LA,MM,NP,PK,LK,TH,US,VN","Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Pakistan,Thailand,Viet Nam","Australia,United States of America",Sri Lanka,,Bangladesh,,
6973,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,,Herpestes javanicus,"(É. Geoffroy Saint-Hilaire, 1818)",SPECIES,III,PK,Herpestes javanicus,"","","Afghanistan,Antigua and Barbuda,Bangladesh,Barbados,Bhutan,Bosnia and Herzegovina,British Virgin Islands (United Kingdom),Cambodia,China,Croatia,Cuba,Dominica,Dominican Republic,Fiji,French Guiana [FR],Grenada,Guadeloupe,Guyana,Haiti,Hong Kong, SAR,India,Indonesia,Iran (Islamic Republic of),Iraq,Jamaica,Japan,Jordan,Lao People's Democratic Republic,Malaysia,Martinique,Myanmar,Nepal,Netherlands Antilles,Oman,Pakistan,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Saudi Arabia,Suriname,Thailand,Trinidad and Tobago,United Republic of Tanzania,United States of America,Viet Nam,Virgin Islands of the USA","AF,AG,BD,BB,BT,BA,VG,KH,CN,HR,CU,DM,DO,FJ,GF,GD,GP,GY,HT,HK,IN,ID,IR,IQ,JM,JP,JO,LA,MY,MQ,MM,NP,AN,OM,PK,PR,KN,LC,VC,SA,SR,TH,TT,TZ,US,VN,VI","Afghanistan,Bangladesh,Bhutan,Cambodia,China,Hong Kong, SAR,India,Indonesia,Iran (Islamic Republic of),Iraq,Jordan,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Oman,Pakistan,Saudi Arabia,Thailand,Viet Nam","Antigua and Barbuda,Barbados,Bosnia and Herzegovina,British Virgin Islands (United Kingdom),Croatia,Cuba,Dominica,Dominican Republic,Fiji,French Guiana [FR],Grenada,Guadeloupe,Guyana,Haiti,Jamaica,Japan,Martinique,Netherlands Antilles,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Suriname,Trinidad and Tobago,United Republic of Tanzania,United States of America,Virgin Islands of the USA",,,Dominica,,
12195,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,auropunctatus,Herpestes javanicus auropunctatus,"(Hodgson, 1836)",SUBSPECIES,III,IN,Herpestes javanicus auropunctatus,"","","Afghanistan,Antigua and Barbuda,Bangladesh,Barbados,Bhutan,Bosnia and Herzegovina,British Virgin Islands (United Kingdom),China,Croatia,Cuba,Dominica,Dominican Republic,Fiji,French Guiana [FR],Grenada,Guadeloupe,Guyana,Haiti,India,Iran (Islamic Republic of),Iraq,Jamaica,Lao People's Democratic Republic,Martinique,Myanmar,Nepal,Netherlands Antilles,Pakistan,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Saudi Arabia,Suriname,Trinidad and Tobago,United Republic of Tanzania,United States of America,Viet Nam,Virgin Islands of the USA","AF,AG,BD,BB,BT,BA,VG,CN,HR,CU,DM,DO,FJ,GF,GD,GP,GY,HT,IN,IR,IQ,JM,LA,MQ,MM,NP,AN,PK,PR,KN,LC,VC,SA,SR,TT,TZ,US,VN,VI","Afghanistan,Bangladesh,Bhutan,China,India,Iran (Islamic Republic of),Iraq,Lao People's Democratic Republic,Myanmar,Nepal,Pakistan,Viet Nam","Antigua and Barbuda,Barbados,Bosnia and Herzegovina,British Virgin Islands (United Kingdom),Croatia,Cuba,Dominica,Dominican Republic,Fiji,French Guiana [FR],Grenada,Guadeloupe,Guyana,Haiti,Jamaica,Martinique,Netherlands Antilles,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Saudi Arabia,Suriname,Trinidad and Tobago,United Republic of Tanzania,United States of America,Virgin Islands of the USA",,,Dominica,,
3522,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,forsteri,,Arctocephalus forsteri,"(Lesson, 1828)",SPECIES,II,"",Arctocephalus spp.,"","","Australia,New Caledonia,New Zealand","AU,NC,NZ","Australia,New Caledonia,New Zealand",,,,,,
8289,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,gazella,,Arctocephalus gazella,"(Peters, 1875)",SPECIES,II,"",Arctocephalus spp.,"","","Antarctica,Australia,Bouvet Island,Brazil,Chile,French Southern and Antarctic Territories,Heard and McDonald Islands,South Africa,South Georgia and South Sandwich Islands (United Kingdom)","AQ,AU,BV,BR,CL,TF,HM,ZA,GS","Antarctica,Australia,Bouvet Island,Brazil,Chile,French Southern and Antarctic Territories,Heard and McDonald Islands,South Africa,South Georgia and South Sandwich Islands (United Kingdom)",,,,,,
5620,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,,Arctocephalus pusillus,"(Schreber, 1775)",SPECIES,II,"",Arctocephalus spp.,"","","Angola,Australia,Gabon,Mozambique,Namibia,South Africa","AO,AU,GA,MZ,NA,ZA","Angola,Australia,Gabon,Mozambique,Namibia,South Africa",,,,,,
5342,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,tropicalis,,Arctocephalus tropicalis,"(J. E. Gray, 1872)",SPECIES,II,"",Arctocephalus spp.,"","","Argentina,Australia,Brazil,Chile,Comoros,French Southern and Antarctic Territories,Heard and McDonald Islands,Madagascar,Namibia,New Zealand,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),Uruguay","AR,AU,BR,CL,KM,TF,HM,MG,NA,NZ,SH,ZA,GS,UY","Argentina,Australia,Brazil,Chile,Comoros,French Southern and Antarctic Territories,Heard and McDonald Islands,Madagascar,Namibia,New Zealand,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),Uruguay",,,,,,
5907,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,leonina,,Mirounga leonina,"(Linnaeus, 1758)",SPECIES,II,"",Mirounga leonina,"","","Angola,Antarctica,Argentina,Australia,Bouvet Island,Brazil,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Heard and McDonald Islands,Namibia,New Zealand,Oman,Peru,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),Uruguay","AO,AQ,AR,AU,BV,BR,CL,FK,TF,HM,NA,NZ,OM,PE,SH,ZA,GS,UY","Angola,Antarctica,Argentina,Australia,Bouvet Island,Brazil,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Heard and McDonald Islands,Namibia,New Zealand,Oman,Peru,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),Uruguay",,,,,,
4282,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,,Paradoxurus hermaphroditus,"(Pallas, 1777)",SPECIES,III,IN,Paradoxurus hermaphroditus,"","","Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Papua New Guinea,Philippines,Singapore,Sri Lanka,Thailand,Viet Nam","BD,BT,KH,CN,IN,ID,LA,MY,MM,NP,PK,PG,PH,SG,LK,TH,VN","Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Papua New Guinea,Philippines,Singapore,Sri Lanka,Thailand,Viet Nam",,,,,,
6659,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,australis,,Eubalaena australis,"(Desmoulins, 1822)",SPECIES,I,"",Eubalaena spp.,**I** [GENUS listing Eubalaena spp.] Formerly included in Balaena spp.,"","Angola,Argentina,Australia,Bouvet Island,Brazil,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Gabon,Guyana,India,Kenya,Mozambique,Namibia,New Zealand,Peru,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),United Republic of Tanzania,Uruguay","AO,AR,AU,BV,BR,CL,FK,TF,GA,GY,IN,KE,MZ,NA,NZ,PE,SH,ZA,GS,TZ,UY","Angola,Argentina,Australia,Bouvet Island,Brazil,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Gabon,Guyana,India,Kenya,Mozambique,Namibia,New Zealand,Peru,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),United Republic of Tanzania,Uruguay",,,,,,
