id_family,Family
1449,Dendrophylliidae
1450,Dendrophylliidae
1451,Dendrophylliidae
1452,Dendrophylliidae
1453,Dendrophylliidae
1454,Dendrophylliidae
1455,Dendrophylliidae
1456,Dendrophylliidae
1457,Faviidae
1458,Faviidae
1459,Faviidae
1460,Faviidae
1461,Faviidae
1462,Faviidae
1463,Faviidae
1464,Faviidae
1465,Faviidae
1466,Faviidae
1467,Faviidae
1468,Faviidae
1469,Faviidae
1470,Faviidae
1471,Faviidae
1472,Faviidae
1473,Faviidae
1474,Faviidae
1475,Flabellidae
1476,Flabellidae
1477,Flabellidae
1478,Flabellidae
1479,Flabellidae
1480,Flabellidae
1481,Flabellidae
1482,Flabellidae
1483,Flabellidae
1484,Flabellidae
1485,Flabellidae
1486,Flabellidae
1487,Flabellidae
1488,Flabellidae
1489,Flabellidae
1490,Fungiacyathidae
1491,Fungiacyathidae
1492,Fungiacyathidae
1493,Fungiacyathidae
1494,Fungiacyathidae
1495,Fungiidae
1496,Fungiidae
1497,Fungiidae
1498,Fungiidae
1499,Gardineriidae
1500,Gardineriidae
1501,Gardineriidae
1502,Guyniidae
1503,Guyniidae
1504,Guyniidae
1505,Guyniidae
1506,Meandriniidae
1507,Meandriniidae
1508,Meandriniidae
1509,Meandriniidae
1510,Meandriniidae
1511,Micrabaciidae
1512,Micrabaciidae
1513,Mussidae
1514,Mussidae
1515,Mussidae
1516,Mussidae
1517,Mussidae
1518,Mussidae
1519,Mussidae
1520,Mussidae
1521,Mussidae
1522,Mussidae
1523,Mussidae
1524,Mussidae
1525,Mussidae
1526,Mussidae
1527,Oculinidae
1528,Oculinidae
1529,Oculinidae
1530,Oculinidae
1531,Oculinidae
1532,Oculinidae
1533,Oculinidae
1534,Oculinidae
1535,Oculinidae
1536,Oculinidae
1537,Pocilloporidae
1538,Pocilloporidae
1539,Pocilloporidae
1540,Pocilloporidae
1541,Pocilloporidae
1542,Pocilloporidae
1543,Pocilloporidae
1544,Pocilloporidae
1545,Pocilloporidae
1546,Pocilloporidae
1547,Pocilloporidae
1548,Pocilloporidae
1549,Pocilloporidae
1550,Pocilloporidae
1551,Pocilloporidae
1552,Pocilloporidae
1553,Pocilloporidae
1554,Pocilloporidae
1555,Pocilloporidae
1556,Pocilloporidae
1557,Poritidae
1558,Poritidae
1559,Poritidae
1560,Poritidae
1561,Poritidae
1562,Poritidae
1563,Poritidae
1564,Poritidae
1565,Poritidae
1566,Rhizangiidae
1567,Rhizangiidae
1568,Rhizangiidae
1569,Rhizangiidae
1570,Rhizangiidae
1571,Rhizangiidae
1572,Rhizangiidae
1573,Rhizangiidae
1574,Rhizangiidae
1575,Rhizangiidae
1576,Rhizangiidae
1577,Rhizangiidae
1578,Siderastreidae
1579,Siderastreidae
1580,Siderastreidae
1581,Siderastreidae
1582,Siderastreidae
1583,Siderastreidae
1584,Siderastreidae
1585,Siderastreidae
1586,Siderastreidae
1587,Siderastreidae
1588,Turbinoliidae
1589,Turbinoliidae
1590,Turbinoliidae
1591,Turbinoliidae
1592,Turbinoliidae
1593,Turbinoliidae
1594,Turbinoliidae
1595,Turbinoliidae
1596,Milleporidae
1597,Milleporidae
1598,Milleporidae
1599,Milleporidae
1600,Milleporidae
1601,Milleporidae
1602,Milleporidae
1603,Milleporidae
1604,Milleporidae
1605,Stylasteridae
1606,Stylasteridae
1607,Stylasteridae
1608,Stylasteridae
1609,Stylasteridae
1610,Stylasteridae
1611,Stylasteridae
1612,Stylasteridae
1613,Stylasteridae
1614,Stylasteridae
1615,Stylasteridae
1616,Stylasteridae
1617,Stylasteridae
1618,Stylasteridae
1619,Stylasteridae
1620,Stylasteridae
1621,Stylasteridae
1622,Stylasteridae
1623,Stylasteridae
1624,Stylasteridae
1625,Stylasteridae
1626,Stylasteridae
1627,Stylasteridae
1628,Stylasteridae
1629,Stylasteridae
1630,Stylasteridae
1631,Stylasteridae
1632,Stylasteridae
1633,Stylasteridae
1634,Stylasteridae
1635,Stylasteridae
1636,Stylasteridae
1637,Stylasteridae
1638,Stylasteridae
1639,Stylasteridae
1640,Stylasteridae
1641,Stylasteridae
1642,Stylasteridae
1643,Stylasteridae
1644,Stylasteridae
1645,Stylasteridae
1646,Stylasteridae
1647,Stylasteridae
1648,Stylasteridae
1649,Stylasteridae
1650,Stylasteridae
1651,Stylasteridae
1652,Stylasteridae
1653,Stylasteridae
1654,Stylasteridae
1655,Stylasteridae
1656,Stylasteridae
1657,Stylasteridae
1658,Stylasteridae
1659,Stylasteridae
1660,Stylasteridae
1661,Stylasteridae
1662,Stylasteridae
1663,Stylasteridae
1664,Stylasteridae
1665,Stylasteridae
1666,Stylasteridae
